Date,Region,AveragePrice,Index,SalesVolume,DetachedPrice,SemiDetachedPrice,TerracedPrice,FlatPrice,GVA (millions),Population,dist_from_lon,dist_from_lon_index,Unemployment,Population_nom,Claim_count,Unemployment_rate,GDP_per_cap,Inflation_index,Inflation,M4_growth,M4_supply,Yield_slope_r,Yield_slope_blc,Yield_slope,Local_pshs,Local_pshs_monthly,Regional_PSHS,Outstanding_perc,Good_perc,Inad_perc,2yr_95ltv,5yr_95ltv,2yr_90ltv,2yr_75ltv,3yr_75_ltv,5yr_75ltv,2yr-60ltv,2yr_85ltv,2yr_75ltvbtl,Migrant_inflow,Migrant_outflow,Net_immigration,Non_UK_born,Migrant_inflow_monthly,Migrant_outflow_monthly,Net_immigration_monthly,Cur_def_perc_gdp,Budget_deficit,Bank_rate,Bank_rate_change_indicator,Regional_population,LFS_population,LFS_active,LFS_employed,LFS_unemployed,LFS_active_perc,LFS_unemployed_perc,Quarter_indicator,GVA_diff
2017-11-01,Wales,98782.42392727273,72.65885141909092,3899.0,149263.9893690909,93990.9312177273,76100.95303772726,63360.87713681818,41117.0,2568852.0,255356.1582878378,27.318819182955952,87337.90909090909,2630100.0,37550.0,0.011931728892817637,14757.947767853188,1088.0,0.0017493785102662418,,,,,,,,1442.2727272727273,,,,3.9699999999999993,4.579999999999999,2.36,1.6099999999999997,1.68,2.0399999999999996,1.4499999999999995,1.68,2.5200000000000014,,,,,,,,-3.5999999999999996,7.400000000000003,0.5,0.0,747722852.0,1896000.0,1449000.0,1376000.0,73000.0,0.7642405063291142,0.050379572118702566,4.0,498.0
2017-12-01,Wales,99241.40766045453,72.94587021772726,3954.0,149600.35503090906,94470.43330999998,76551.79611318182,63684.889639090914,41117.0,2568852.0,255356.1582878378,27.318819182955952,87337.90909090909,2630100.0,38045.0,0.012208836936947317,14757.947767853188,1097.0999999999997,0.008363970588235237,,,,,,,,1442.2727272727273,,,,3.89,4.540000000000002,2.2100000000000004,1.57,1.7,2.07,1.41,1.69,2.4900000000000015,,,,,,,,-3.5999999999999996,7.400000000000003,0.5,0.0,747722852.0,1896000.0,1453000.0,1384000.0,69000.0,0.7663502109704639,0.047487955953200295,4.0,0.0
2018-01-01,Wales,99705.75060636364,73.39284091045454,4438.0,150462.71501909092,94982.73511,76956.78382636364,63992.42734590907,41147.0,2570853.0,255356.1582878378,27.318819182955952,87337.90909090909,2630100.0,39845.0,0.01281422334364472,14765.536667231787,1088.7999999999995,-0.007565399690092067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.0,747722852.0,,,,,,,1.0,30.0
2018-02-01,Wales,100698.75184863637,74.01638346454544,4340.0,151689.1809177273,95949.36260590907,77822.345865,64529.23392954546,41147.0,2570853.0,255356.1582878378,27.318819182955952,87337.90909090909,2630100.0,42490.0,0.013521678939150912,14765.536667231787,1097.0999999999997,0.007623071271124049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.0,747722852.0,,,,,,,1.0,0.0
1995-01-01,West Midlands,115259.72076423078,67.85784038076923,7524.0,179926.00332153842,109978.90938769231,89118.58723961537,71876.5251676923,79050.0,4464887.0,171866.79716462042,18.386860088964834,124901.15384615384,4594900.0,203820.0,0.036256819675681,16981.87301331127,576.0,0.0,0.8000000000000003,514.8359510890946,1.4130005228642164,1.2172899039047789,1.4130005228642164,,,3230.0,19.111538461538466,59.50000000000001,5.926923076923076,,,,,,,,,,42724.5,19165.0,23559.5,688000.0,3560.375,1597.0833333333337,1963.2916666666672,0.40000000000000013,,6.125,0.0,1330742332.0,3296000.0,2520000.0,2299000.0,221000.0,0.7645631067961165,0.08769841269841268,1.0,0.0
1995-02-01,West Midlands,116194.93454000002,68.47221189307692,7837.0,181102.7510292308,110903.2782423077,89891.93419346152,72618.43797615384,79050.0,4464887.0,171866.79716462042,18.386860088964834,124901.15384615384,4594900.0,199660.0,0.03552068364132904,16981.87301331127,579.5,0.0060763888888888395,0.10000000000000003,515.3507870401831,1.4231802121235697,1.3204287900153417,1.4231802121235697,,,3230.0,19.111538461538466,59.50000000000001,5.926923076923076,,,,,,,,,,42724.5,19165.0,23559.5,688000.0,3560.375,1597.0833333333337,1963.2916666666672,0.40000000000000013,,6.625,0.0,1330742332.0,3296000.0,2515000.0,2291000.0,224000.0,0.7630461165048542,0.08906560636182898,1.0,0.0
1995-03-01,West Midlands,117147.07786307695,69.08470724384618,7776.0,182659.81269,111844.64809807693,90608.01711384616,73188.64415692307,79375.0,4466256.0,171866.79716462042,18.386860088964834,124901.15384615384,4594900.0,194385.0,0.034383989527429784,17134.702548288296,581.8999999999997,0.0041415012942191964,1.3000000000000003,522.050347271706,1.5079718105640405,1.369722219232514,1.5079718105640405,,,3230.0,19.111538461538466,59.50000000000001,5.926923076923076,,,,,,,,,,42724.5,19165.0,23559.5,688000.0,3560.375,1597.0833333333337,1963.2916666666672,0.40000000000000013,,6.625,0.0,1330742332.0,3296000.0,2515000.0,2289000.0,226000.0,0.7630461165048542,0.0898608349900596,1.0,325.0
1995-04-01,West Midlands,118606.22386153848,69.9187931576923,7546.0,184949.82348769234,113267.18316076923,91699.83527615386,74084.22061192308,79375.0,4466256.0,171866.79716462042,18.386860088964834,124901.15384615384,4594900.0,192840.0,0.03401679527455555,17134.702548288296,587.7999999999997,0.010139199175115854,0.40000000000000013,524.1385486607925,1.205210343886898,1.179985634607456,1.205210343886898,,,3440.0,19.111538461538466,59.50000000000001,5.926923076923076,,,,,,,,,,42724.5,19165.0,23559.5,688000.0,3560.375,1597.0833333333337,1963.2916666666672,-1.3999999999999995,,6.625,0.0,1330742332.0,3296000.0,2505000.0,2290000.0,216000.0,0.7600121359223304,0.08622754491017968,2.0,0.0
1995-05-01,West Midlands,119469.13932807696,70.46268606307693,6750.0,186549.15893538462,114086.27495423079,92321.44364807694,74433.26082884616,80786.0,4548702.0,171866.79716462042,18.386860088964834,124901.15384615384,4594900.0,187545.0,0.03296489939312023,16999.39471639289,590.2000000000003,0.004083021435862699,0.6999999999999997,527.8075185014181,1.2536603225379468,1.115962112170994,1.2536603225379468,,,3440.0,19.111538461538466,59.50000000000001,5.926923076923076,,,,,,,,,,42724.5,19165.0,23559.5,688000.0,3560.375,1597.0833333333337,1963.2916666666672,-1.3999999999999995,,6.625,0.0,1330742332.0,3296000.0,2507000.0,2290000.0,217000.0,0.7606189320388347,0.08655763861188673,2.0,490.0
1995-06-01,West Midlands,120322.92375153844,70.9575073496154,6849.0,187739.06914230774,114836.8103142308,92937.01711846153,75139.64662961537,80786.0,4548702.0,171866.79716462042,18.386860088964834,124901.15384615384,4594900.0,184650.0,0.03229763692817935,16999.39471639289,591.0,0.0013554727211113615,0.2999999999999999,529.3909410569219,1.443423276991538,1.3319635091320885,1.443423276991538,,,3440.0,19.111538461538466,59.50000000000001,5.926923076923076,,,,,,,,,,42724.5,19165.0,23559.5,688000.0,3560.375,1597.0833333333337,1963.2916666666672,-1.3999999999999995,,6.625,0.0,1330742332.0,3297000.0,2507000.0,2289000.0,218000.0,0.7603882317258114,0.08695652173913039,2.0,0.0
